				BA_1	BA_2	BA_3	BA_4	SF_1	SF_2	SF_3	SF_4
ENSBTAG00000008590_SPAG7	SPAG7	SPAG7	SPAG7	324	259	394	290	83	193	233	243
ENSBTAG00000008591_CAMTA2	CAMTA2	CAMTA2	CAMTA2	57	86	55	41	37	101	56	60
ENSBTAG00000008592_FCGR1A	FCGR1A	FCGR1A	FCGR1A	8	9	53	0	0	0	0	0
ENSBTAG00000008593_INCA1	INCA1	INCA1	INCA1	0	0	0	0	0	0	0	0
ENSBTAG00000008595_PPHLN1	PPHLN1	PPHLN1	PPHLN1	322	203	239	273	167	158	204	142
ENSBTAG00000008596_PRICKLE1	PRICKLE1	PRICKLE1	PRICKLE1	1	9	13	5	6	12	12	0
ENSBTAG00000008597_SLC45A4	SLC45A4	SLC45A4	SLC45A4	0	0	0	0	0	0	5	0
ENSBTAG00000008600_TRAF3IP2	TRAF3IP2	TRAF3IP2	TRAF3IP2	115	54	169	56	111	131	364	186
ENSBTAG00000008603_TASL	TASL	TASL	TASL	0	1	7	0	0	0	0	0
ENSBTAG00000008605_DNAH2	DNAH2	DNAH2	DNAH2	4	0	0	0	0	0	0	0
ENSBTAG00000008606_EXOC3	EXOC3	EXOC3	EXOC3	240	141	200	184	68	219	191	210
ENSBTAG00000008607_ARID3A	ARID3A	ARID3A	ARID3A	1	24	7	8	20	14	37	18
ENSBTAG00000008609_SEPTIN8	SEPTIN8	SEPTIN8	SEPTIN8	62	45	42	46	226	216	766	306
ENSBTAG00000008611_IGFBP4	IGFBP4	IGFBP4	IGFBP4	215	225	282	340	16	13	15	9
ENSBTAG00000008612_C1R	C1R	C1R	C1R	79	28	61	64	31	6	0	6
ENSBTAG00000008613_TCP11L1	TCP11L1	TCP11L1	TCP11L1	35	32	18	25	0	2	11	1
ENSBTAG00000008614_KASH5	KASH5	KASH5	KASH5	1	8	3	9	3	0	4	2
ENSBTAG00000008617_CSTF3	CSTF3	CSTF3	CSTF3	111	51	140	57	32	77	105	53
ENSBTAG00000008619_SAMD8	SAMD8	SAMD8	SAMD8	2	9	30	7	0	12	36	11
ENSBTAG00000008621_PRKAR1A	PRKAR1A	PRKAR1A	PRKAR1A	773	518	938	630	401	469	615	489
ENSBTAG00000008623_FGF3	FGF3	FGF3	FGF3	0	0	0	0	0	0	0	0
ENSBTAG00000008625_PLEKHF1	PLEKHF1	PLEKHF1	PLEKHF1	6	14	0	32	9	21	0	3
ENSBTAG00000008626_KCNN1	KCNN1	KCNN1	KCNN1	0	0	0	0	0	0	0	0
ENSBTAG00000008629_MTFR1	MTFR1	MTFR1	MTFR1	110	73	160	103	93	197	179	256
ENSBTAG00000008631_CORO1A	CORO1A	CORO1A	CORO1A	123	48	53	72	13	0	12	0
ENSBTAG00000008632	#VALUE!	-	ENSBTAG00000008632	71	77	87	78	79	59	62	82
ENSBTAG00000008633_SLX1A	SLX1A	SLX1A	SLX1A	176	144	185	95.03	61	106	71	140
ENSBTAG00000008634_WBP2	WBP2	WBP2	WBP2	254	174	167	148	168	249	289	227
ENSBTAG00000008635_SULT1A1	SULT1A1	SULT1A1	SULT1A1	8616	3878	3976	11251.97	3471	3169	2886	5627
ENSBTAG00000008636_PDE4B	PDE4B	PDE4B	PDE4B	21	26	1	3	24	0	47	1
ENSBTAG00000008637_TRIML2	TRIML2	TRIML2	TRIML2	0	0	0	0	0	0	0	0
ENSBTAG00000008638_FAM110A	FAM110A	FAM110A	FAM110A	271	240	332	252	168	129	318	157
ENSBTAG00000008639_TRIML1	TRIML1	TRIML1	TRIML1	0	0	0	0	0	0	0	0
ENSBTAG00000008641_GNAT3	GNAT3	GNAT3	GNAT3	0	0	0	0	4	0	0	0
ENSBTAG00000008642_POLR1D	POLR1D	POLR1D	POLR1D	655.64	412.45	556.25	654.68	402.43	285.18	356.35	480.59
ENSBTAG00000008644_KCNK4	KCNK4	KCNK4	KCNK4	0	0	0	0	0	0	0	0
ENSBTAG00000008645_ESRRA	ESRRA	ESRRA	ESRRA	379	373	262	356	219	136	144	179
ENSBTAG00000008646_TRMT112	TRMT112	TRMT112	TRMT112	662	514	508	415	256	150	188	215
ENSBTAG00000008647_KLHL1	KLHL1	KLHL1	KLHL1	0	0	0	1	0	0	0	0
ENSBTAG00000008648_PRDX5	PRDX5	PRDX5	PRDX5	8070	5883	5947	8570	3674	3551	4993	4339
ENSBTAG00000008649_ETV3	ETV3	ETV3	ETV3	87	42	56	18	9	14	32	8
ENSBTAG00000008650_CAMK1D	CAMK1D	CAMK1D	CAMK1D	0	0	0	0	0	0	0	0
ENSBTAG00000008652_STYXL2	STYXL2	STYXL2	STYXL2	0	9	0	0	0	0	0	0
ENSBTAG00000008654_HOOK2	HOOK2	HOOK2	HOOK2	87	171	118	126	46	124	169	151
ENSBTAG00000008656_KBTBD6	KBTBD6	KBTBD6	KBTBD6	11	0	5	12	10	0	0	0
ENSBTAG00000008661_C15H11orf52	C15H11orf52	C15H11orf52	C15H11orf52	12	10	3	14	4	1	2	0
ENSBTAG00000008664_EIF2B2	EIF2B2	EIF2B2	EIF2B2	421	260	380	300	175	161	185	242
ENSBTAG00000008665_DIXDC1	DIXDC1	DIXDC1	DIXDC1	2	3	0	0	0	0	0	0
ENSBTAG00000008672_GABRD	GABRD	GABRD	GABRD	0	0	0	1	0	0	0	0
ENSBTAG00000008673_ICA1L	ICA1L	ICA1L	ICA1L	0	0	0	0	0	0	0	0
ENSBTAG00000008674_FAM136A	FAM136A	FAM136A	FAM136A	669	517	634	626	222	226	300	280
ENSBTAG00000008676_SRRM4	SRRM4	SRRM4	SRRM4	0	0	0	0	2	0	0	0
ENSBTAG00000008678	#VALUE!	-	ENSBTAG00000008678	0	0	0	0	0	0	0	0
ENSBTAG00000008682_TLR3	TLR3	TLR3	TLR3	7	9	37	26	0	0	0	0
ENSBTAG00000008683_LDHA	LDHA	LDHA	LDHA	24295.68	16217.54	27827.73	24072.12	7883.63	7722.04	13775.83	10813.44
ENSBTAG00000008684	#VALUE!	-	ENSBTAG00000008684	4	0	0	0	0	0	0	0
ENSBTAG00000008685_TRAPPC12	TRAPPC12	TRAPPC12	TRAPPC12	20	33	42	33	12	73	13	56
ENSBTAG00000008687_PCSK2	PCSK2	PCSK2	PCSK2	0	0	0	0	0	0	0	0
ENSBTAG00000008688_HEYL	HEYL	HEYL	HEYL	22	21	31	5	0	2	0	0
ENSBTAG00000008690_SLC6A9	SLC6A9	SLC6A9	SLC6A9	214	164	262	193	73	34	140	58
ENSBTAG00000008692_UQCR11	UQCR11	UQCR11	UQCR11	2515	2115	2639	2484	1674	1022	1364	1394
ENSBTAG00000008693_CLXN	CLXN	CLXN	CLXN	0	7	4	2	0	0	0	0
ENSBTAG00000008695_TCF3	TCF3	TCF3	TCF3	44	23	77	60	2	44	45	22
ENSBTAG00000008696_FAM120A	FAM120A	FAM120A	FAM120A	505	470	819	544	388	244	239	361
ENSBTAG00000008699_FEM1C	FEM1C	FEM1C	FEM1C	197	219	146	193	342	474	293	471
ENSBTAG00000008700_CRCT1	CRCT1	CRCT1	CRCT1	1	0	0	1	103	26	1075	65
ENSBTAG00000008703_EIF2AK2	EIF2AK2	EIF2AK2	EIF2AK2	368	15	52	45	462	64	328	211
ENSBTAG00000008704_FIGN	FIGN	FIGN	FIGN	1	2	2	0	0	0	7	0
ENSBTAG00000008705_CABLES1	CABLES1	CABLES1	CABLES1	13	1	11	14	9	8	3	23
ENSBTAG00000008707_SULT6B1	SULT6B1	SULT6B1	SULT6B1	0	0	0	0	0	0	0	0
ENSBTAG00000008708_GPC5	GPC5	GPC5	GPC5	0	0	0	0	0	0	0	0
ENSBTAG00000008709_POGLUT3	POGLUT3	POGLUT3	POGLUT3	23	8	17	15	9	14	21	17
ENSBTAG00000008710_KCNH1	KCNH1	KCNH1	KCNH1	0	0	14	4	0	0	0	1
ENSBTAG00000008711_BOK	BOK	BOK	BOK	99	148	104	95	64	93	65	92
ENSBTAG00000008713_DCAF4	DCAF4	DCAF4	DCAF4	138	95	113	124	26	106	98	96
ENSBTAG00000008714_CLSTN2	CLSTN2	CLSTN2	CLSTN2	0	0	0	0	0	0	0	0
ENSBTAG00000008716_SSB	SSB	SSB	SSB	781	462	607	444	293	163	271	167
ENSBTAG00000008717_SERPINE2	SERPINE2	SERPINE2	SERPINE2	413	71	932	119	154	30	16	5
ENSBTAG00000008718_GALNT17	GALNT17	GALNT17	GALNT17	3	0	0	1	0	0	0	0
ENSBTAG00000008719_PRKCD	PRKCD	PRKCD	PRKCD	54	75	72	83	102	63	117	99
ENSBTAG00000008720_C18H16orf78	C18H16orf78	C18H16orf78	C18H16orf78	0	0	0	0	0	0	0	0
ENSBTAG00000008721_MANSC1	MANSC1	MANSC1	MANSC1	251	212	229	149	178	173	172	214
ENSBTAG00000008723_CCBE1	CCBE1	CCBE1	CCBE1	0	0	1	0	0	0	0	0
ENSBTAG00000008726_NCS1	NCS1	NCS1	NCS1	0	0	1	0	0	0	0	0
ENSBTAG00000008728_MRTFB	MRTFB	MRTFB	MRTFB	90	115	148	163	46	111	93	38
ENSBTAG00000008729_DENND10	DENND10	DENND10	DENND10	309	141	179	179	120	230	180	174
ENSBTAG00000008730_SFXN4	SFXN4	SFXN4	SFXN4	174	81	202	159	49	40	54	40
ENSBTAG00000008731_PRDX3	PRDX3	PRDX3	PRDX3	4849	4264	2237	5251	1315	1243	826	1581
ENSBTAG00000008732_ZC3H12C	ZC3H12C	ZC3H12C	ZC3H12C	1	0	0	7	0	1	3	0
ENSBTAG00000008733_MAGED1	MAGED1	MAGED1	MAGED1	194	165	134	133	46	156	186	155
ENSBTAG00000008734_PM20D1	PM20D1	PM20D1	PM20D1	15	42	8	36	29	4	6	0
ENSBTAG00000008735_VASH1	VASH1	VASH1	VASH1	3	1	8	2	0	0	0	0
ENSBTAG00000008736_CUL1	CUL1	CUL1	CUL1	49	41	145	157	87	193	147	111
ENSBTAG00000008737_DR1	DR1	DR1	DR1	759	242	533	373	186	298	231	253
ENSBTAG00000008739_SAMD11	SAMD11	SAMD11	SAMD11	7	7	4	10	0	3	0	3
ENSBTAG00000008743_ALDH2	ALDH2	ALDH2	ALDH2	851	1313	285	1338	103	595	139	528
ENSBTAG00000008744_PDK2	PDK2	PDK2	PDK2	122	183	53	161	69	173	120	119
ENSBTAG00000008747_DCXR	DCXR	DCXR	DCXR	493.77	233.17	359.62	598.95	148.12	121.83	197	269.44
ENSBTAG00000008749_OLIG3	OLIG3	OLIG3	OLIG3	0	0	0	0	0	0	0	0
ENSBTAG00000008752_NME5	NME5	NME5	NME5	23	12	2	2	8	10	0	4
ENSBTAG00000008753_BRD8	BRD8	BRD8	BRD8	191	252	248	238	36	115	140	117
ENSBTAG00000008755_MARCHF7	MARCHF7	MARCHF7	MARCHF7	470	393	379	527	430	515	594	446
ENSBTAG00000008756_ELF3	ELF3	ELF3	ELF3	9	10	14	7	75	82	133	115
ENSBTAG00000008758_KIF20A	KIF20A	KIF20A	KIF20A	229	82	403	166	4	0	0	4
ENSBTAG00000008759_CDC23	CDC23	CDC23	CDC23	168	80	227	227	69	38	32	75
ENSBTAG00000008761_TRAFD1	TRAFD1	TRAFD1	TRAFD1	10	14	43	33	6	0	41	0
ENSBTAG00000008762_HECTD4	HECTD4	HECTD4	HECTD4	34	18	35	32	16	40	28	12
ENSBTAG00000008763_PRR32	PRR32	PRR32	PRR32	0	0	0	0	0	0	0	0
ENSBTAG00000008764_SMYD5	SMYD5	SMYD5	SMYD5	163	95	178	144	17	21	20	43
ENSBTAG00000008765_PRADC1	PRADC1	PRADC1	PRADC1	440	186	437	269	178	203	210	261
ENSBTAG00000008766_SLC9A1	SLC9A1	SLC9A1	SLC9A1	43	56	113	74	12	47	24	46
ENSBTAG00000008771_MYEF2	MYEF2	MYEF2	MYEF2	20	1	32	25	0	2	0	0
ENSBTAG00000008772_SMC2	SMC2	SMC2	SMC2	265	157	232	378	31	11	33	30
ENSBTAG00000008773_GUCY2D	GUCY2D	GUCY2D	GUCY2D	1	0	0	0	0	0	0	0
ENSBTAG00000008774_UROC1	UROC1	UROC1	UROC1	10	9	6	7	0	5	9	12
ENSBTAG00000008777_ATP4A	ATP4A	ATP4A	ATP4A	0	0	0	0	0	0	0	0
ENSBTAG00000008778_CHST13	CHST13	CHST13	CHST13	0	0	0	0	0	0	0	0
ENSBTAG00000008779_ALOX15B	ALOX15B	ALOX15B	ALOX15B	157	60	434	130	281	660	877	628
ENSBTAG00000008783_HTR7	HTR7	HTR7	HTR7	0	1	0	0	1	0	0	0
ENSBTAG00000008787_FAM171A1	FAM171A1	FAM171A1	FAM171A1	27	62	14	56	0	0	0	4
ENSBTAG00000008788_SLC13A2	SLC13A2	SLC13A2	SLC13A2	0	0	1	0	0	0	0	0
ENSBTAG00000008789_HMG20B	HMG20B	HMG20B	HMG20B	685.96	554	446	518	428.99	612.96	402	563.95
ENSBTAG00000008792_RNASE6	RNASE6	RNASE6	RNASE6	51	7	37	20	7	0	7	2
ENSBTAG00000008793_RNASE1	RNASE1	RNASE1	RNASE1	6	14	7	11	5	0	0	0
ENSBTAG00000008794_ATF6B	ATF6B	ATF6B	ATF6B	180	139	298	137	108	172	250	201
ENSBTAG00000008797_ARHGEF38	ARHGEF38	ARHGEF38	ARHGEF38	0	0	0	0	0	0	0	0
ENSBTAG00000008798_DRC3	DRC3	DRC3	DRC3	0	0	1	0	0	0	6	3
ENSBTAG00000008800_XKR8	XKR8	XKR8	XKR8	16	12	22	20	35	22	52	9
ENSBTAG00000008801_ATPAF2	ATPAF2	ATPAF2	ATPAF2	112	64	76	73	46	57	66	69
ENSBTAG00000008802_GID4	GID4	GID4	GID4	49	41	43	70	130	178	235	143
ENSBTAG00000008804_SAAL1	SAAL1	SAAL1	SAAL1	47	28	37	42	0	14	12	13
ENSBTAG00000008805_USP3	USP3	USP3	USP3	125	87	154	77	49	84	138	89
ENSBTAG00000008807_FBXL22	FBXL22	FBXL22	FBXL22	0	0	0	1	0	0	0	0
ENSBTAG00000008808_CCDC17	CCDC17	CCDC17	CCDC17	0	2	2	0	0	0	9	0
ENSBTAG00000008809_PTBP2	PTBP2	PTBP2	PTBP2	0	0	1	0	2	0	0	0
ENSBTAG00000008810_GPBP1L1	GPBP1L1	GPBP1L1	GPBP1L1	630	503	566	687	276	558	479	464
ENSBTAG00000008812_PFDN4	PFDN4	PFDN4	PFDN4	982	454	627	742	486	216	159	258
ENSBTAG00000008814_ADGRA2	ADGRA2	ADGRA2	ADGRA2	0	0	0	1	0	0	1	1
ENSBTAG00000008815_WDR89	WDR89	WDR89	WDR89	146	124	104	75	24	33	49	38
ENSBTAG00000008816_TRIM2	TRIM2	TRIM2	TRIM2	36	50	22	72	136	572	237	1253
ENSBTAG00000008817_LAMA4	LAMA4	LAMA4	LAMA4	28	21	28	22	0	0	0	0
ENSBTAG00000008819_BTBD16	BTBD16	BTBD16	BTBD16	0	0	0	0	0	0	0	0
ENSBTAG00000008821_SEPHS1	SEPHS1	SEPHS1	SEPHS1	134	69	121	123	25	78	36	71
ENSBTAG00000008825_POLR3F	POLR3F	POLR3F	POLR3F	132	87	75	49	28	66	40	69
ENSBTAG00000008826_RBBP9	RBBP9	RBBP9	RBBP9	23	29	38	28	3	15	3	10
ENSBTAG00000008827_SPOCK2	SPOCK2	SPOCK2	SPOCK2	12	1	2	2	0	0	0	0
ENSBTAG00000008828_IGDCC3	IGDCC3	IGDCC3	IGDCC3	0	0	0	0	0	0	0	0
ENSBTAG00000008832_CCL1	CCL1	CCL1	CCL1	0	0	4	24	0	0	0	0
ENSBTAG00000008833_APOM	APOM	APOM	APOM	21	20	9	42	15	24	28	9
ENSBTAG00000008835_GPANK1	GPANK1	GPANK1	GPANK1	454	331	397	341	119	246	247	253
ENSBTAG00000008836_ZNF782	ZNF782	ZNF782	ZNF782	15	7	6	7	0	8	40	7
ENSBTAG00000008837_CSNK2B	CSNK2B	CSNK2B	CSNK2B	722	667	793	777	596	599	676	634
ENSBTAG00000008839_AMER1	AMER1	AMER1	AMER1	0	9	0	0	0	0	0	6
ENSBTAG00000008840_HM13	HM13	HM13	HM13	353	248	278	267	269	309	427	326
ENSBTAG00000008841_DCAF15	DCAF15	DCAF15	DCAF15	56	17	58	27	42	43	51	23
ENSBTAG00000008842_JPH1	JPH1	JPH1	JPH1	144	211	112	144	8	38	0	18
ENSBTAG00000008844_EXTL3	EXTL3	EXTL3	EXTL3	6	9	28	13	16	27	0	4
ENSBTAG00000008845_INTS9	INTS9	INTS9	INTS9	79	20	94	49	18	23	48	38
ENSBTAG00000008849_SORT1	SORT1	SORT1	SORT1	69	62	84	158	144	130	194	169
ENSBTAG00000008851	#VALUE!	-	ENSBTAG00000008851	0	8	2	0	0	0	7	0
ENSBTAG00000008852_SIGLEC10	SIGLEC10	SIGLEC10	SIGLEC10	18	6	22	6	28	20	55	24
ENSBTAG00000008853_HNRNPF	HNRNPF	HNRNPF	HNRNPF	2769	1783	2394	1942	1017	1257	1326	1334
ENSBTAG00000008854_RFX1	RFX1	RFX1	RFX1	14	12	3	14	5	5	11	0
ENSBTAG00000008857_GALR3	GALR3	GALR3	GALR3	0	0	0	0	0	0	0	0
ENSBTAG00000008858_ARHGAP8	ARHGAP8	ARHGAP8	ARHGAP8	11	0	6	7	0	0	0	0
ENSBTAG00000008860_RIPOR1	RIPOR1	RIPOR1	RIPOR1	63	67	75	79	14	6	41	26
ENSBTAG00000008862_GOLGB1	GOLGB1	GOLGB1	GOLGB1	196	142	152	170	198	361	462	358
ENSBTAG00000008863_TMEM87A	TMEM87A	TMEM87A	TMEM87A	279	175	250	275	135	216	223	272
ENSBTAG00000008864_LY96	LY96	LY96	LY96	319	250	271	174	115	111	135	122
ENSBTAG00000008866_GANC	GANC	GANC	GANC	2	1	8	15	4	1	0	0
ENSBTAG00000008868_CAPN3	CAPN3	CAPN3	CAPN3	0	0	0	0	0	0	0	0
ENSBTAG00000008869_GPC2	GPC2	GPC2	GPC2	0	0	0	0	0	0	0	0
ENSBTAG00000008870_KCNS1	KCNS1	KCNS1	KCNS1	0	0	0	0	0	0	0	0
ENSBTAG00000008871_DDX4	DDX4	DDX4	DDX4	0	0	0	1	0	0	0	0
ENSBTAG00000008873_NCBP2	NCBP2	NCBP2	NCBP2	704	409	573	598	403	299	341	319
ENSBTAG00000008876_EFCAB9	EFCAB9	EFCAB9	EFCAB9	0	0	0	0	0	0	0	0
ENSBTAG00000008877_APBA1	APBA1	APBA1	APBA1	13	6	5	11	24	8	4	1
ENSBTAG00000008880_POGLUT2	POGLUT2	POGLUT2	POGLUT2	56	0	64	28	10	2	20	7
ENSBTAG00000008881_PURA	PURA	PURA	PURA	98	89	76	94	35	38	35	50
ENSBTAG00000008883_ZNF207	ZNF207	ZNF207	ZNF207	422	254	441	320	109	150	260	258
ENSBTAG00000008884_MAPRE3	MAPRE3	MAPRE3	MAPRE3	8	6	13	19	24	40	27	30
ENSBTAG00000008886_STOX2	STOX2	STOX2	STOX2	9	0	8	0	0	8	26	0
ENSBTAG00000008887_PAQR3	PAQR3	PAQR3	PAQR3	59	54	65	45	37	190	150	113
ENSBTAG00000008888_MIPEP	MIPEP	MIPEP	MIPEP	320	244	295	177	88	52	79	97
ENSBTAG00000008892_OR52W1	OR52W1	OR52W1	OR52W1	0	0	0	0	0	0	0	0
ENSBTAG00000008893_ANO10	ANO10	ANO10	ANO10	308	184	189	170	112	349	267	299
ENSBTAG00000008895_BPGM	BPGM	BPGM	BPGM	105.71	86	39.64	87.05	23	67.94	31.05	87
ENSBTAG00000008896_DHX15	DHX15	DHX15	DHX15	331	170	395	264	161	187	193	146
ENSBTAG00000008897_BIN2	BIN2	BIN2	BIN2	43	6	17	7	1	0	0	0
ENSBTAG00000008898_GBX2	GBX2	GBX2	GBX2	0	0	0	0	0	0	0	0
ENSBTAG00000008900_CELA1	CELA1	CELA1	CELA1	2	0	3	1	1	0	0	0
ENSBTAG00000008902_ZNF345	ZNF345	ZNF345	ZNF345	22	8	3	52	8	5	12	11
ENSBTAG00000008905_FIGLA	FIGLA	FIGLA	FIGLA	0	0	0	0	0	0	0	0
ENSBTAG00000008906_PCP2	PCP2	PCP2	PCP2	1	1	0	3	4	0	0	0
ENSBTAG00000008908_GZF1	GZF1	GZF1	GZF1	4	1	10	10	1	4	0	5
ENSBTAG00000008909_PNPT1	PNPT1	PNPT1	PNPT1	1129	198	256	245	1053	142	192	229
ENSBTAG00000008910_SSTR3	SSTR3	SSTR3	SSTR3	0	0	0	0	0	0	0	0
ENSBTAG00000008911	#VALUE!	-	ENSBTAG00000008911	7	8.31	2.66	1.96	7	0	10.72	4.32
ENSBTAG00000008913_TMEM98	TMEM98	TMEM98	TMEM98	56	99	43	59	35	29	12	21
ENSBTAG00000008915_SF3B1	SF3B1	SF3B1	SF3B1	902	628	804	728	384	624	455	347
ENSBTAG00000008916_CYFIP2	CYFIP2	CYFIP2	CYFIP2	12	0	0	0	0	0	0	0
ENSBTAG00000008920_ATP1B4	ATP1B4	ATP1B4	ATP1B4	0	0	0	0	0	0	0	0
ENSBTAG00000008921_NEXN	NEXN	NEXN	NEXN	5	4	0	0	0	0	0	0
ENSBTAG00000008923_GPR83	GPR83	GPR83	GPR83	0	0	7	0	0	0	0	0
ENSBTAG00000008924_TNFSF11	TNFSF11	TNFSF11	TNFSF11	0	0	0	0	0	0	0	0
ENSBTAG00000008925_MRE11	MRE11	MRE11	MRE11	18	25	95	18	4	2	16	49
ENSBTAG00000008926_FUBP1	FUBP1	FUBP1	FUBP1	313	219	266	293	104	118	200	103
ENSBTAG00000008931_CREG1	CREG1	CREG1	CREG1	561	520	525	637	429	1267	724	1455
ENSBTAG00000008932_SHISA7	SHISA7	SHISA7	SHISA7	0	0	0	0	0	0	0	0
ENSBTAG00000008933_MFSD5	MFSD5	MFSD5	MFSD5	421	402	494	350	529	608	840	558
ENSBTAG00000008934_ESPL1	ESPL1	ESPL1	ESPL1	129	58	157	123	12	0	8	17
ENSBTAG00000008935_PFDN5	PFDN5	PFDN5	PFDN5	1135	934	634	1008	516	398	453	541
ENSBTAG00000008936_ABCC2	ABCC2	ABCC2	ABCC2	0	1	1	1	0	0	0	0
ENSBTAG00000008937_CELF2	CELF2	CELF2	CELF2	16	4	6	2	0	0	0	0
ENSBTAG00000008938_SRC	SRC	SRC	SRC	65	4	43	25	5	23	32	32
ENSBTAG00000008939_DNMBP	DNMBP	DNMBP	DNMBP	155	174	206	203	54	268	108	96
ENSBTAG00000008940_NPTX1	NPTX1	NPTX1	NPTX1	1	0	0	0	0	0	0	0
ENSBTAG00000008942_NGEF	NGEF	NGEF	NGEF	132	324	155	430	117	466	165	320
ENSBTAG00000008943_ZSCAN12	ZSCAN12	ZSCAN12	ZSCAN12	0	0	9	0	0	0	19	1
ENSBTAG00000008944_CRB1	CRB1	CRB1	CRB1	0	0	0	2	0	0	0	0
ENSBTAG00000008945_SDSL	SDSL	SDSL	SDSL	0	0	0	0	0	0	0	0
ENSBTAG00000008946_CAPN13	CAPN13	CAPN13	CAPN13	0	0	0	0	0	0	0	0
ENSBTAG00000008947_TKTL2	TKTL2	TKTL2	TKTL2	0	0	0	0	0	0	0	0
ENSBTAG00000008948_P2RX7	P2RX7	P2RX7	P2RX7	22	2	20	25	4	5	0	2
ENSBTAG00000008950_TRMT9B	TRMT9B	TRMT9B	TRMT9B	0	4	0	0	0	0	2	0
ENSBTAG00000008951_ALPL	ALPL	ALPL	ALPL	88	57	13	19	1096	2600	2259	1428
ENSBTAG00000008952_RAP1GAP	RAP1GAP	RAP1GAP	RAP1GAP	5	18	5	9	42	73	55	46
ENSBTAG00000008953_TAP1	TAP1	TAP1	TAP1	225	97	353	100	158	17	89	9
ENSBTAG00000008954_PSMB9	PSMB9	PSMB9	PSMB9	167	28	129	63	67	4	20	3
ENSBTAG00000008956_CD8B	CD8B	CD8B	CD8B	3	0	2	2	0	0	0	0
ENSBTAG00000008958_NSMAF	NSMAF	NSMAF	NSMAF	36	28	53	24	0	29	6	2
ENSBTAG00000008962_MRPL50	MRPL50	MRPL50	MRPL50	603	486	411	437	184	250	142	216
ENSBTAG00000008963_CIT	CIT	CIT	CIT	31	6	43	43	0	4	0	0
ENSBTAG00000008964_DTD1	DTD1	DTD1	DTD1	216	191	391	250	141	103	171	135
ENSBTAG00000008966_TSPAN7	TSPAN7	TSPAN7	TSPAN7	662	662	401	768	219	207	43	116
ENSBTAG00000008967_RAP1B	RAP1B	RAP1B	RAP1B	777.97	437.97	667	578.97	217	338	229	395
ENSBTAG00000008969_SLC9A8	SLC9A8	SLC9A8	SLC9A8	17	26	22	38	17	46	87	47
ENSBTAG00000008973_ASB6	ASB6	ASB6	ASB6	98	85	182	140	64	34	89	115
ENSBTAG00000008977_TOMM6	TOMM6	TOMM6	TOMM6	2035.96	1639	1851.97	2087	1487.91	1127.98	1431.94	1391.94
ENSBTAG00000008978_USP22	USP22	USP22	USP22	493	524	641	513	225	429	555	416
ENSBTAG00000008981_USP49	USP49	USP49	USP49	0	0	0	0	0	0	0	0
ENSBTAG00000008985	#VALUE!	-	ENSBTAG00000008985	269	211	263	228	108	136	355	196
ENSBTAG00000008987_SOCS5	SOCS5	SOCS5	SOCS5	25	45	37	23	3	10	58	10
ENSBTAG00000008989_BORCS5	BORCS5	BORCS5	BORCS5	61	46	81	41	29	49	45	43
ENSBTAG00000008990_DRG1	DRG1	DRG1	DRG1	386.91	220.92	531.96	211.82	228.76	175.9	306.83	240.98
ENSBTAG00000008991_EIF4ENIF1	EIF4ENIF1	EIF4ENIF1	EIF4ENIF1	59	83	78	112	7	46	37	44
ENSBTAG00000008993_INTS6L	INTS6L	INTS6L	INTS6L	0	0	0	0	0	15.56	0	0
ENSBTAG00000008994_FPGS	FPGS	FPGS	FPGS	768	594	358	767	103	110	44	44
ENSBTAG00000008996_SFI1	SFI1	SFI1	SFI1	34	8	12	15	20	33	43	31
ENSBTAG00000008997_ENG	ENG	ENG	ENG	234	259	146	165	6	3	5	0
ENSBTAG00000009002	#VALUE!	-	ENSBTAG00000009002	0	1	0	0	0	0	0	0
ENSBTAG00000009006_PRR14L	PRR14L	PRR14L	PRR14L	156	138	124	79	112	271	243	209
ENSBTAG00000009012_PTX3	PTX3	PTX3	PTX3	13	5	28	0	0	0	59	0
ENSBTAG00000009014_UPK1B	UPK1B	UPK1B	UPK1B	33	15	30	0	99	141	460	67
ENSBTAG00000009017_NR5A1	NR5A1	NR5A1	NR5A1	0	0	0	0	0	0	0	0
ENSBTAG00000009019_SH3PXD2B	SH3PXD2B	SH3PXD2B	SH3PXD2B	0	1	4	4	0	0	0	0
ENSBTAG00000009020_CRIM1	CRIM1	CRIM1	CRIM1	104	157	81	106	19	15	0	6
ENSBTAG00000009021_FEZ2	FEZ2	FEZ2	FEZ2	118	162	241	178	87	68	123	131
ENSBTAG00000009022_DNAJC30	DNAJC30	DNAJC30	DNAJC30	31	36	18	32	4	15	5	17
ENSBTAG00000009023_TMTC3	TMTC3	TMTC3	TMTC3	35	32	65	70	32	22	31	48
ENSBTAG00000009024_KCND1	KCND1	KCND1	KCND1	0	12	0	0	0	0	0	0
ENSBTAG00000009026_PACS1	PACS1	PACS1	PACS1	34	50	64	48	17	54	119	38
ENSBTAG00000009029_THA1	THA1	THA1	THA1	41	71	6	46	17	59	19	47
ENSBTAG00000009030_NOX5	NOX5	NOX5	NOX5	0	0	0	0	0	0	0	0
ENSBTAG00000009032_TMEM80	TMEM80	TMEM80	TMEM80	34	22	38	29	16	13	47	30
ENSBTAG00000009033_TEX37	TEX37	TEX37	TEX37	0	0	0	0	0	0	0	0
ENSBTAG00000009034_AP3D1	AP3D1	AP3D1	AP3D1	352	283	318	323	310	312	335	379
